query,_id,_score,symbol,notfound
Fmr1,14265,14.3019085,Fmr1,
Gpr34,23890,15.297668,Gpr34,
Ahsa2,268390,17.414217,Ahsa2,
Rbbp9,26450,15.524839,Rbbp9,
E4f1,13560,14.781747,E4f1,
Cckbr,12426,15.4356785,Cckbr,
Wdr11,83946,17.960428,Wdr11,
Snx24,69226,14.816343,Snx24,
Add3,27360,15.295001,Add3,
Med4,67381,14.112651,Med4,
2510002D24Rik,72307,21.385788,2510002D24Rik,
Ssh3,245857,15.394731,Ssh3,
Vmac,106639,15.630885,Vmac,
Appl1,72993,14.756831,Appl1,
Rbm10,236732,15.097465,Rbm10,
Manf,74840,14.215409,Manf,
Ccdc62,208908,14.869065,Ccdc62,
Morc4,75746,15.915374,Morc4,
Ctsc,13032,14.772793,Ctsc,
Kctd7,212919,14.861402,Kctd7,
Inf2,107688,16.970078,Inf2,
Herpud1,64209,14.77101,Herpud1,
Id3,18350,18.764015,Id3,
Nmd3,97112,14.158557,Nmd3,
Elmo2,140579,14.833056,Elmo2,
Ero1l,50527,15.915448,Ero1a,
Mocs1,56738,14.294475,Mocs1,
Kti12,100087,14.803489,Kti12,
Tatdn2,381801,15.097465,Tatdn2,
Zfand2b,68818,15.305711,Zfand2b,
Phkg1,18682,15.242732,Phkg1,
Lmf1,76483,14.833056,Lmf1,
St6galnac5,26938,15.281735,St6galnac5,
Rab14,68365,14.488609,Rab14,
Ryr2,20191,15.308403,Ryr2,
Snca,20617,15.33288,Snca,
Enoph1,67870,14.75331,Enoph1,
Gns,75612,15.224924,Gns,
Hsd17b12,56348,15.265992,Hsd17b12,
Acpl2,235534,15.807665,Pxylp1,
Ppp3cc,19057,15.34946,Ppp3cc,
Cd99l2,171486,14.836801,Cd99l2,
Haus4,219072,15.083793,Haus4,
Cep170,545389,15.284377,Cep170,
Slc39a3,106947,15.132289,Slc39a3,
C230052I12Rik,101831,21.084198,Faap24,
Ano4,320091,15.17778,Ano4,
Slc37a3,72144,14.884529,Slc37a3,
Acot1,26897,20.907745,Acot1,
Rpl7a,19989,17.461943,Rpl7a,
Prr12,233210,15.648265,Prr12,
Zpbp,53604,15.573475,Zpbp,
Cacna1b,12287,15.397614,Cacna1b,
Dram1,71712,14.781747,Dram1,
Klhl29,208439,15.141735,Klhl29,
Stip1,58523,17.653353,Stip1,
Csgalnact2,78752,14.781747,Csgalnact2,
Vwa5a,67776,16.229862,Vwa5a,
Vps72,21427,15.394731,Vps72,
Eif6,16418,13.998596,Eif6,
Dynll1,56455,15.113599,Dynll1,
Fry,320365,14.656782,Fry,
Ntrk1,18211,14.880647,Ntrk1,
Ppfia4,68507,14.803489,Ppfia4,
Cbfa2t3,12398,14.816343,Cbfa2t3,
Nsun5,100609,14.30564,Nsun5,
Cacna1a,12286,15.544074,Cacna1a,
Suv39h1,20937,15.5312195,Suv39h1,
Zfp771,244216,21.124914,Zfp771,
Cdca4,71963,14.834928,Cdca4,
Ubac2,68889,14.769229,Ubac2,
Gcn1l1,231659,15.807665,Gcn1,
Rps20,67427,13.6815405,Rps20,
Spire2,234857,14.818189,Spire2,
Ganab,14376,15.509024,Ganab,
Cdk11b,12537,15.836183,Cdk11b,
Phlpp2,244650,14.863313,Phlpp2,
Igsf11,207683,14.77101,Igsf11,
Rsph9,75564,14.333341,Rsph9,
Ganc,76051,14.833056,Ganc,
Nt5c1a,230718,15.295001,Nt5c1a,
Necab3,56846,14.853782,Necab3,
4930579G24Rik,75939,21.712498,4930579G24Rik,
Rhbdf1,13650,15.330138,Rhbdf1,
Kin,16588,14.669906,Kin,
Fzd7,14369,15.190022,Fzd7,
Rab22a,19334,14.783545,Rab22a,
Far2,330450,15.590097,Far2,
Zfp446,269870,20.907745,Zfp446,
Setx,269254,14.599313,Setx,
Tbl3,213773,14.77101,Tbl3,
Hp1bp3,15441,14.774578,Hp1bp3,
Mxi1,17859,14.730656,Mxi1,
Mthfr,17769,14.787148,Mthfr,
Tm2d1,94043,14.713493,Tm2d1,
Mysm1,320713,14.792573,Mysm1,
Hemk1,69536,14.4228945,Hemk1,
Gnb4,14696,15.180221,Gnb4,
Atp1a3,232975,15.727623,Atp1a3,
Zmiz1,328365,15.192484,Zmiz1,
Nipal2,223473,15.156033,Nipal2,
Gpt2,108682,14.9793005,Gpt2,
Dimt1,66254,15.300345,Dimt1,
Bag5,70369,14.755068,Bag5,
Slc6a15,103098,14.767451,Slc6a15,
Cap1,76560,16.8902,Cap1,
Sco1,16590,17.348036,Sco1,
Tcfl5,277353,15.260789,Tcfl5,
Cabyr,71132,15.698202,Cabyr,
Zfp219,69890,20.907745,Zfp219,
Kctd2,70382,14.833056,Kctd2,
1700037H04Rik,67326,21.084198,Adissp,
Gipc2,54120,14.807149,Gipc2,
Zfp191,59057,19.614708,Zfp24,
Pcdhb11,93882,19.182812,Pcdhb11,
Lrsam1,227738,14.760362,Lrsam1,
Hecw2,329152,15.250441,Hecw2,
Fbxo44,230903,16.601116,Fbxo44,
Acot7,70025,14.760362,Acot7,
Uqcr10,66152,15.788542,Uqcr10,
Slc35b4,58246,14.75331,Slc35b4,
B3gnt5,108105,15.27384,B3gnt5,
Tmx1,72736,14.838676,Tmx1,
Leprot,16847,16.970078,Leprot,
Myl12b,67938,17.400675,Myl12b,
Tgoln1,22134,21.712498,Tgoln1,
Strn,268980,14.77101,Strn,
Crh,12923,16.032684,Crh,
Slc25a46,67453,14.781747,Slc25a46,
Asgr1,11889,16.831596,Asgr1,
Hapln1,12950,15.268604,Hapln1,
Lmln,239833,14.801664,Lmln,
Dusp23,68440,15.450622,Dusp23,
Prkab2,108097,14.93206,Prkab2,
Fbxo4,106052,14.796202,Fbxo4,
Cxcl1,14825,18.52939,Cxcl1,
Purb,19291,12.90854,Purb,
Grpr,14829,14.853782,Grpr,
Psme4,103554,15.27384,Psme4,
Ppp2r5b,225849,15.118246,Ppp2r5b,
Nsg1,18196,15.160834,Nsg1,
Trpc2,22064,19.547983,Trpc2,
Egfl7,353156,14.825602,Egfl7,
Sntg2,268534,14.89625,Sntg2,
Pnoc,18155,15.417972,Pnoc,
Lmo1,109594,14.778158,Lmo1,
Fdx1l,68165,14.768816,Fdx2,
Pbx2,18515,15.180221,Pbx2,
Cept1,99712,15.32467,Cept1,
Pbrm1,66923,14.888425,Pbrm1,
Pxmp4,59038,14.76213,Pxmp4,
Zgpat,229007,14.763902,Zgpat,
Haus2,66296,14.812657,Haus2,
Fut8,53618,15.258193,Fut8,
Papln,170721,15.260789,Papln,
Esrrg,26381,15.229987,Esrrg,
Gna12,14673,15.297668,Gna12,
Tmem167b,67495,14.853782,Tmem167b,
Zc3h13,67302,14.798019,Zc3h13,
Sqle,20775,15.311101,Sqle,
Fam19a1,320265,14.522964,Tafa1,
Psmd14,59029,14.746298,Psmd14,
Mrps5,77721,14.218901,Mrps5,
Cdk14,18647,14.876775,Cdk14,
Cacng7,81904,15.662338,Cacng7,
Lrrc49,102747,15.180221,Lrrc49,
Diap1,13367,17.055033,Diaph1,
Fbxo21,231670,14.748047,Fbxo21,
Kcnc4,99738,14.790761,Kcnc4,
Smad2,17126,14.859492,Smad2,
Vstm2b,58188,14.938125,Vstm2b,
Utp14b,195434,21.712498,Utp14b,
Fam20a,208659,14.792573,Fam20a,
Snx32,225861,16.246387,Snx32,
Paqr3,231474,15.287025,Paqr3,
Dsn1,66934,15.363438,Dsn1,
Klf7,93691,15.232527,Klf7,
Tmed5,73130,14.781747,Tmed5,
Eda,13607,14.240048,Eda,
Eno2,13807,15.06802,Eno2,
Zfp706,68036,21.385788,Zfp706,
Kdm4a,230674,15.028322,Kdm4a,
Zfp653,319601,21.385788,Zfp653,
Gria3,53623,15.27384,Gria3,
Tspan18,241556,15.279097,Tspan18,
Eef1a1,13627,15.338383,Eef1a1,
6430548M08Rik,234797,21.385788,6430548M08Rik,
Phf2,21652,18.931433,Phf2,
Nxt2,237082,14.816343,Nxt2,
St6gal1,20440,14.859492,St6gal1,
Dclk3,245038,14.820039,Dclk3,
Gapvd1,66691,14.276079,Gapvd1,
Ocel1,77090,15.694571,Ocel1,
Tomm34,67145,14.867146,Tomm34,
Xrcc4,108138,14.781747,Xrcc4,
Dnajb11,67838,14.77101,Dnajb11,
Med9,192191,14.254341,Med9,
Exosc1,66583,14.749799,Exosc1,
Pcsk7,18554,14.829325,Pcsk7,
St3gal6,54613,15.271219,St3gal6,
Morn4,226123,14.765675,Morn4,
Tmx4,52837,15.102055,Tmx4,
Ndel1,83431,15.292336,Ndel1,
Prkab1,19079,15.303024,Prkab1,
Fgf12,14167,15.308403,Fgf12,
Slc16a2,20502,14.844321,Slc16a2,
Syt12,171180,14.75331,Syt12,
Efcab2,68226,14.756831,Efcab2,
Hyou1,12282,14.758595,Hyou1,
Prmt7,214572,14.746298,Prmt7,
Sox8,20681,15.247865,Sox8,
Hinfp,102423,14.362946,Hinfp,
Aard,239435,16.274406,Aard,
Hdhd3,72748,14.77995,Hdhd3,
Pgf,19220,16.814821,Pgf,
Ercc1,13870,14.378665,Ercc1,
Zfp781,331188,21.084198,Zfp781b,
Cntfr,12804,14.796202,Cntfr,
Plcg1,18803,14.776367,Plcg1,
Xkr6,219149,15.271219,Xkr6,
Mtmr1,53332,15.297668,Mtmr1,
Ap1m1,11767,14.833056,Ap1m1,
Tnfrsf1a,21937,14.989801,Tnfrsf1a,
Cplx2,12890,15.303024,Cplx2,
Magi3,99470,15.224924,Magi3,
Lrrc45,217366,14.77995,Lrrc45,
Strada,72149,14.790761,Strada,
Cdc42se2,72729,14.820039,Cdc42se2,
Gdap1,14545,14.440742,Gdap1,
Lrrc16b,268747,17.876802,Carmil3,
Dnajc3,100037258,15.263388,Dnajc3,
Cln3,12752,14.538304,Cln3,
Ksr1,16706,15.23762,Ksr1,
Acsl6,216739,14.900182,Acsl6,
Cpne2,234577,14.803489,Cpne2,
Eme2,193838,15.468782,Eme2,
Efna2,13637,15.12291,Efna2,
B3galt6,53625,17.461943,B3galt6,
Kcnh2,16511,15.374729,Kcnh2,
Impa1,55980,14.818189,Impa1,
Ptpn9,56294,15.297668,Ptpn9,
Lig1,16881,14.970961,Lig1,
Cttn,13043,15.113599,Cttn,
Ptpn11,19247,15.255603,Ptpn11,
Rpl23,19935,17.348036,Rpl23,
Sema4a,20351,15.444623,Sema4a,
Cenpf,108000,14.855682,Cenpf,
Vps54,245944,14.751554,Vps54,
Ostf1,20409,14.769229,Ostf1,
Mblac2,72852,14.803489,Mblac2,
Pik3cb,74769,14.794385,Pik3cb,
Eif2b4,13667,14.778158,Eif2b4,
Hnrnpa0,77134,15.377568,Hnrnpa0,
Slc10a7,76775,14.798019,Slc10a7,
Dcaf10,242418,15.300345,Dcaf10,
Zfp770,228491,21.124914,Zfp770,
Lss,16987,14.767451,Lss,
1600002H07Rik,72016,21.084198,Tedc2,
Bcl7c,12055,15.911084,Bcl7c,
Tmem59l,67937,14.838676,Tmem59l,
Kctd10,330171,14.77101,Kctd10,
Tmem179b,67706,15.78077,Tmem179b,
Pgd,236539,17.653353,Pgd,
Med1,17193,17.798098,Med1,
Cnot6,104625,15.303024,Cnot6,
Usp53,99526,15.21988,Usp53,
Daxx,13163,14.820039,Daxx,
Prkar2a,19087,15.319224,Prkar2a,
Rptor,74370,14.783545,Rptor,
Tmtc3,237500,14.421534,Tmtc3,
Pex14,56273,14.209611,Pex14,
B4galt5,56336,14.814498,B4galt5,
Echs1,93747,14.2932415,Echs1,
Crip2,68337,14.970961,Crip2,
3110052M02Rik,73229,21.084198,Zfp983,
Slc2a1,20525,15.355033,Slc2a1,
Crebzf,233490,14.904122,Crebzf,
4933434E20Rik,99650,22.149912,4933434E20Rik,
Ankrd6,140577,15.27384,Ankrd6,
Traf3ip1,74019,14.77101,Traf3ip1,
Fam134a,227298,14.522964,Retreg2,
Unkl,74154,15.006782,Unkl,
Skp2,27401,14.353864,Skp2,
Nxph1,18231,14.801664,Nxph1,
Insr,16337,15.319224,Insr,
Ube2m,22192,14.942185,Ube2m,
Zscan18,232875,16.831596,Zscan18,
Dnajb3,15504,17.374008,Dnajb3,
Gem,57441,17.461943,Gem,
Ldhd,52815,14.888425,Ldhd,
Stk35,67333,14.930044,Stk35,
Mapre2,212307,14.788954,Mapre2,
Spred2,114716,15.204866,Spred2,
Pgap2,233575,14.607145,Pgap2,
Ambra1,228361,15.308403,Ambra1,
Taf4b,72504,15.004646,Taf4b,
Med25,192191,17.294525,Med25,
Fbxo30,50754,16.814821,Fbxo30,
Trip11,109181,14.76213,Trip11,
Uimc1,20184,14.857587,Uimc1,
Pisd,320951,14.30564,Pisd,
Snx29,74478,14.781747,Snx29,
Eny2,223527,14.765675,Eny2,
Rnf113a1,69942,21.124914,Rnf113a1,
Trpc1,22063,14.767451,Trpc1,
Ift88,21821,14.723763,Ift88,
Gstm1,14862,19.547983,Gstm1,
Gan,209239,14.807149,Gan,
Atad3a,108888,16.2244,Atad3a,
Utrn,22288,14.89625,Utrn,
Aamp,227290,14.767451,Aamp,
Ppil6,73075,14.834928,Ppil6,
Dlgap3,242667,14.82189,Dlgap3,
Chtf18,214901,14.790761,Chtf18,
Fam168b,214469,14.781747,Fam168b,
1700010I14Rik,66931,21.124914,1700010I14Rik,
Rpf1,70285,14.66661,Rpf1,
Psmd4,19185,15.465738,Psmd4,
Ccne1,12447,14.739323,Ccne1,
Med12,59024,14.732386,Med12,
Cnot10,78893,14.760362,Cnot10,
Rgs5,19737,15.502751,Rgs5,
Aspscr1,68938,14.781747,Aspscr1,
Csnk1g2,103236,15.357829,Csnk1g2,
Rragc,54170,15.289679,Rragc,
Nedd4l,83814,14.751554,Nedd4l,
Zcrb1,67197,14.763902,Zcrb1,
Gamt,14431,14.82189,Gamt,
Tns1,66824,16.407312,Tns1,
Ppcdc,66812,14.229431,Ppcdc,
Zfp324,243834,21.124914,Zfp324,
Tulp4,68842,15.260789,Tulp4,
Praf2,54637,15.268604,Praf2,
Atic,108147,14.730656,Atic,
Mrps31,57312,14.274861,Mrps31,
Klhdc3,71765,14.880647,Klhdc3,
Blzf1,66352,14.769229,Blzf1,
Tex9,21778,14.722047,Tex9,
Cd93,17064,15.409207,Cd93,
Lhfp,237091,14.403004,Lhfp,
Lnx1,16924,14.748047,Lnx1,
Stag2,20843,15.295001,Stag2,
Galns,50917,14.734116,Galns,
Naa15,74838,15.172917,Naa15,
Mrfap1,67568,17.178333,Mrfap1,
Sytl1,269589,14.863313,Sytl1,
Rab8b,235442,15.041421,Rab8b,
Fam159b,77803,15.345332,Shisal2b,
Usp46,69727,14.831189,Usp46,
Cdk17,237459,14.781747,Cdk17,
Nde1,67203,14.855682,Nde1,
Gltscr1,243842,14.850651,Bicra,
A330021E22Rik,207686,21.084198,Cfap69,
A830018L16Rik,320492,20.907745,A830018L16Rik,
Rxrg,20183,15.400502,Rxrg,
Hsdl1,72552,14.801664,Hsdl1,
Itga3,16400,15.394731,Itga3,
Extl3,54616,14.781747,Extl3,
Irs1,16367,15.03923,Irs1,
Ftsj3,56095,14.758595,Ftsj3,
Dact2,240025,14.900182,Dact2,
Ndufv2,72900,14.71179,Ndufv2,
Lig3,16882,14.730656,Lig3,
Fam35a,75698,14.338175,Shld2,
Eif4a2,75705,18.24816,Eif4a2,
Nrcam,319504,15.250441,Nrcam,
Ddx27,228889,14.722047,Ddx27,
Mapk10,26414,14.788954,Mapk10,
Tmem200c,622645,15.300345,Tmem200c,
Ptplb,70757,15.707922,Hacd2,
Ndufa12,66414,14.758595,Ndufa12,
Wbscr27,79565,14.867638,Mettl27,
Fubp1,51886,14.751554,Fubp1,
Shank2,210274,15.192484,Shank2,
Adam22,11496,14.708389,Adam22,
Slit1,20564,16.074162,Slit1,
Pspc1,66645,14.844321,Pspc1,
Ppfia2,327814,14.749799,Ppfia2,
Tmem150b,330460,15.232527,Tmem150b,
Rltpr,234695,17.243074,Carmil2,
H1f0,14958,20.907745,H1f0,
Zfp174,385674,21.385788,Zfp174,
Ehbp1l1,114601,15.716513,Ehbp1l1,
4930453N24Rik,67609,22.813986,4930453N24Rik,
Wdhd1,218973,14.772793,Wdhd1,
Acat3,224530,21.385788,Acat3,
Urod,22275,14.309383,Urod,
Rab27b,80718,15.002515,Rab27b,
Mapk15,332110,14.805318,Mapk15,
1600002K03Rik,69770,21.084198,Fam174c,
B3gnt7,227327,14.744551,B3gnt7,
Deb1,26901,19.614708,Ss18l2,
Mnat1,74838,18.931433,Mnat1,
Trip10,106628,15.784651,Trip10,
Pdzd2,68070,14.865228,Pdzd2,
Glrx5,73046,14.814498,Glrx5,
Dip2a,64451,14.910059,Dip2a,
Ccdc91,67015,15.377568,Ccdc91,
Flywch1,224613,16.291512,Flywch1,
Mpst,246221,15.026153,Mpst,
Sfrp1,20377,15.346683,Sfrp1,
Gabbr1,54393,15.471834,Gabbr1,
Camk2b,12323,15.377568,Camk2b,
Otub2,68149,15.784651,Otub2,
Slc9a6,236794,15.308403,Slc9a6,
Mki67ip,67949,16.743467,Nifk,
Slc22a17,59049,15.160834,Slc22a17,
Lhfpl2,218454,15.27384,Lhfpl2,
Commd9,76501,14.778158,Commd9,
8430419L09Rik,74525,21.084198,Fam234b,
Dusp15,252864,15.465738,Dusp15,
Kif3c,16570,14.96061,Kif3c,
Elof1,66126,14.888425,Elof1,
Rilpl1,75695,14.790761,Rilpl1,
Psmf1,228769,14.741062,Psmf1,
D5Ertd579e,320661,21.385788,D5Ertd579e,
Slc34a3,142681,16.075224,Slc34a3,
Sap30l,50724,14.812657,Sap30l,
Ubtd1,226122,15.297668,Ubtd1,
Anp32e,66471,14.783545,Anp32e,
Gdi2,14569,14.869065,Gdi2,
Flrt3,71436,14.785345,Flrt3,
Pitpnm1,18739,15.423847,Pitpnm1,
Epb4.1l4a,13824,19.950861,Epb41l4a,
Icmt,57295,14.645408,Icmt,
Tspyl1,22110,16.2244,Tspyl1,
Gpr85,64450,14.808982,Gpr85,
Lap3,66988,14.732386,Lap3,
Fam114a2,67726,14.788954,Fam114a2,
Tyk2,54721,14.916022,Tyk2,
Neurl1a,18011,21.712498,Neurl1a,
Epb4.1l3,13823,18.931433,Epb41l3,
C1galt1c1,59048,14.834928,C1galt1c1,
Rpl31,114641,13.676925,Rpl31,
Map2k6,26399,14.794385,Map2k6,
4931428F04Rik,74356,21.084198,Matcap1,
Tceal1,237052,16.268755,Tceal1,
Cdk18,18557,14.836801,Cdk18,
Cxxc5,67393,15.346683,Cxxc5,
Tm6sf1,107769,15.151249,Tm6sf1,
Trpc4ap,56407,15.281735,Trpc4ap,
Zfp639,67778,20.166035,Zfp639,
Hdac3,15183,14.292007,Hdac3,
Aldoart2,79459,21.385788,Aldoart2,
Uchl4,93841,22.149912,Uchl4,
Ndufaf2,75597,14.760362,Ndufaf2,
Armcx1,78248,16.297264,Armcx1,
Dtx4,207521,15.391854,Dtx4,
Cdk4,12567,14.621362,Cdk4,
Psg16,26436,21.385788,Psg16,
Casc3,192160,14.781747,Casc3,
Ahctf1,226747,14.900182,Ahctf1,
Alkbh2,231642,14.758595,Alkbh2,
Rbpj,19664,15.313804,Rbpj,
Kcnn3,140493,14.869065,Kcnn3,
Rhpn1,14787,14.820039,Rhpn1,
H2afz,51788,17.461943,H2az1,
Skiv2l2,72198,14.421245,Mtrex,
Dhrs13,70451,15.4063,Dhrs13,
Acr,11434,16.114697,Acr,
Nucks1,98415,15.279097,Nucks1,
Gad1,14415,14.511758,Gad1,
Rb1,19645,14.769229,Rb1,
Atp2b3,320707,15.769197,Atp2b3,
2310057M21Rik,68277,21.385788,2310057M21Rik,
Tln1,21894,14.820039,Tln1,
Npff,54615,15.750135,Npff,
Itgav,16410,14.814498,Itgav,
Pcsk6,18553,15.006782,Pcsk6,
Sirt2,64383,14.619775,Sirt2,
Sardh,192166,14.437979,Sardh,
Tmem218,66279,14.798019,Tmem218,
Eif2s3y,26908,21.385788,Eif2s3y,
Hbegf,15200,15.300345,Hbegf,
Scarb1,20778,14.798019,Scarb1,
Zfp91,664779,18.48137,Zfp91,
Mpv17,22226,17.586458,Mpv17,
Tarsl2,272396,14.699216,Tars3,
Vapb,56491,14.522018,Vapb,
Cst3,13010,16.036915,Cst3,
Patl1,225929,14.820039,Patl1,
Skiv2l,108077,13.733082,Skic2,
Gpr62,436090,15.812145,Gpr62,
Inhbb,16324,14.801664,Inhbb,
Tusc1,69136,15.593448,Tusc1,
Timm8b,30057,15.074756,Timm8b,
Tubb3,22152,15.560326,Tubb3,
B3gat1,76898,15.287025,B3gat1,
Pias1,56469,15.263388,Pias1,
Bcl2l13,94044,14.792573,Bcl2l13,
Snrpa1,68981,14.725483,Snrpa1,
Zfp773,76373,21.712498,Zfp773,
Sra1,20430,17.055033,Sra1,
Siah1b,20438,22.149912,Siah1b,
Col20a1,73368,15.363438,Col20a1,
Vip,22353,14.922014,Vip,
Akap13,75547,15.097465,Akap13,
Acsf3,257633,14.413385,Acsf3,
Pkn1,320795,15.852458,Pkn1,
Fam183b,75429,18.764015,Cfap144,
Vdac2,22334,14.71179,Vdac2,
Slit3,20564,14.840556,Slit3,
Frmd6,319710,14.796202,Frmd6,
Igsf9,93842,15.456647,Igsf9,
Tmem176b,65963,16.119715,Tmem176b,
Hsd17b10,15108,14.892332,Hsd17b10,
Tpst2,22022,15.1346445,Tpst2,
Lat2,50934,17.653353,Lat2,
Dpy19l4,381510,15.15364,Dpy19l4,
Klhl18,270201,14.447672,Klhl18,
Rgs12,71729,15.330138,Rgs12,
Zfp646,233905,21.124914,Zfp646,
Spred1,114715,14.772793,Spred1,
Timm17a,21854,14.805318,Timm17a,
Apba1,319924,15.250441,Apba1,
Ap3d1,11776,14.735849,Ap3d1,
Phf20l1,239510,15.088334,Phf20l1,
Madd,228355,14.785345,Madd,
Wdr77,70465,14.848097,Wdr77,
Foxj1,15223,15.3274,Foxj1,
Mrpl55,67212,14.394574,Mrpl55,
Pelp1,75273,15.045816,Pelp1,
Ndufc2,68197,14.95444,Ndufc2,
Hspb11,72938,13.777734,Ift25,
Dopey1,320615,14.304093,Dop1a,
Sema3f,20350,15.456647,Sema3f,
Dars,226414,14.077628,Dars1,
Scamp5,56807,15.276467,Scamp5,
Zfp768,233890,21.385788,Zfp768,
Fnbp1l,214459,14.75331,Fnbp1l,
Cnpy3,72029,14.794385,Cnpy3,
Gja1,14609,15.335629,Gja1,
Otud5,54644,15.509024,Otud5,
Arhgap6,11856,15.120575,Arhgap6,
Adrbk1,110355,17.348036,Grk2,
Usp54,78787,15.292336,Usp54,
Uhrf1bp1l,75089,13.483429,Bltp3b,
Bcas2,68183,14.296949,Bcas2,
Trappc10,216131,14.818189,Trappc10,
Usp21,30941,14.916022,Usp21,
Fbxo27,233040,16.683802,Fbxo27,
Ufc1,66155,14.341001,Ufc1,
Fam161b,217705,14.772793,Fam161b,
Xylt2,217119,14.796202,Xylt2,
Hcrtr1,230777,16.104715,Hcrtr1,
Gpx8,69590,14.829325,Gpx8,
St3gal5,20454,14.785345,St3gal5,
Bnip3,12176,14.456037,Bnip3,
Slc39a1,53945,16.254278,Slc39a1,
Tmem209,72649,14.790761,Tmem209,
Scyl1,78891,14.983491,Scyl1,
Pars2,230577,14.75331,Pars2,
Senp3,80886,15.701843,Senp3,
Carhsp1,52502,14.792573,Carhsp1,
Fhod3,225288,15.263388,Fhod3,
Mllt6,246198,15.265992,Mllt6,
2810408M09Rik,76367,20.400923,2810408M09Rik,
Pwwp2a,70802,14.772793,Pwwp2a,
Cthrc1,68588,15.182663,Cthrc1,
Acap2,78618,15.168071,Acap2,
Cplx3,235415,15.335629,Cplx3,
Doc2b,13447,14.880647,Doc2b,
S100a11,20195,14.975123,S100a11,
Narg2,93697,15.74035,Ice2,
Arrdc1,215705,15.253019,Arrdc1,
Ephx4,384214,14.808982,Ephx4,
Ecd,70601,14.397246,Ecd,
Ube3c,100763,14.741062,Ube3c,
Psmd11,69077,15.227454,Psmd11,
Kcnb1,16500,14.746298,Kcnb1,
Prdm10,382066,14.772793,Prdm10,
Acadm,11364,14.79984,Acadm,
Glis1,230587,15.330138,Glis1,
Lrfn1,80749,15.00892,Lrfn1,
Hdgfrp2,15193,17.723768,Hdgfl2,
Unc119,22248,15.287025,Unc119,
Rbp1,19659,14.96061,Rbp1,
Lasp1,16796,14.861402,Lasp1,
Stac,20840,14.325727,Stac,
Pex26,74043,14.798019,Pex26,
Dnajc1,13418,14.805318,Dnajc1,
D11Wsu47e,276852,20.400923,Mtnap1,
Dgkk,331374,15.720205,Dgkk,
Zfp41,22701,16.476221,Zfp41,
Tspan13,66109,15.303024,Tspan13,
D6Wsu163e,28040,22.149912,D6Wsu163e,
Rapgef6,192786,14.964741,Rapgef6,
Zfp558,72230,21.124914,Zfp558,
Polr2g,67710,14.812657,Polr2g,
Satb1,20230,15.3274,Satb1,
Msi1,17690,15.148865,Msi1,
Cbx2,12416,14.831189,Cbx2,
Nme6,54369,14.863313,Nme6,
Cdc42ep3,260409,14.798019,Cdc42ep3,
Setmar,74729,16.089886,Setmar,
Rims4,241770,14.805318,Rims4,
Utp20,70683,14.66661,Utp20,
Zkscan17,268417,21.124914,Zkscan17,
Plaa,18786,14.765675,Plaa,
Adcy5,224129,14.787148,Adcy5,
Mtss1l,244654,14.490336,Mtss2,
Lin52,217708,14.76213,Lin52,
Plekha8,231999,14.769229,Plekha8,
Uba6,231380,14.77995,Uba6,
Synpr,72003,15.263388,Synpr,
Tmem101,76547,14.863313,Tmem101,
Pxdn,69675,15.129937,Pxdn,
Ctnna2,12386,14.796202,Ctnna2,
Zbtb12,193736,15.613735,Zbtb12,
Jmjd8,72106,14.849989,Jmjd8,
Raver2,242570,14.769229,Raver2,
Ammecr1,56068,14.836801,Ammecr1,
Rnd3,74194,15.292336,Rnd3,
Brd8,78656,14.792573,Brd8,
Arl3,56350,15.09061,Arl3,
Atg9b,213948,14.985591,Atg9b,
Mta1,116870,14.825602,Mta1,
Trem2,83433,15.990565,Trem2,
Fam171a2,217219,15.338383,Fam171a2,
Rem2,140743,15.125248,Rem2,
Ints5,109077,14.975123,Ints5,
Lnpep,240028,14.831189,Lnpep,
Chga,12652,14.77995,Chga,
Dda1,116914,17.193527,Dda1,
Dtna,13527,14.783545,Dtna,
Tpcn1,252972,14.577634,Tpcn1,
Ubfd1,28018,14.755068,Ubfd1,
Gxylt1,223827,15.260789,Gxylt1,
Glis2,83396,15.391854,Glis2,
Rpgr,19893,15.369071,Rpgr,
Atp2c1,235574,14.763902,Atp2c1,
Atp6v1g1,66290,14.823745,Atp6v1g1,
Dr1,13486,14.75331,Dr1,
Tmtc1,387314,14.703305,Tmtc1,
Mta3,116871,14.867146,Mta3,
Dnmt1,13433,14.763902,Dnmt1,
Snap23,20619,15.240174,Snap23,
Tubd1,56427,14.748047,Tubd1,
Nin,18080,14.722047,Nin,
Tmem33,67878,14.781747,Tmem33,
Hif3a,53417,15.796364,Hif3a,
Cryab,12955,15.284377,Cryab,
Arpc5,67771,14.593082,Arpc5,
Riok2,67045,14.265164,Riok2,
Cpsf6,432508,14.325727,Cpsf6,
Zfp780b,338354,21.385788,Zfp780b,
Cdk19,78334,14.807149,Cdk19,
Sema6c,20360,15.465738,Sema6c,
Ptma,19231,15.420906,Ptma,
Sec22b,20333,15.36063,Sec22b,
Slc25a27,74011,15.165653,Slc25a27,
Vwa1,246228,14.794385,Vwa1,
Tbca,21371,14.342279,Tbca,
Chd4,107932,15.292336,Chd4,
Slc7a11,26570,14.833056,Slc7a11,
Ip6k1,27399,14.790761,Ip6k1,
Bloc1s3,232946,14.981395,Bloc1s3,
Edc4,234699,14.788954,Edc4,
Zfp784,654801,21.385788,Zfp784,
Mlf2,30853,14.816343,Mlf2,
Mgat5b,268510,15.212351,Mgat5b,
